SID,Nombre,Código,Organización,Latitud,Longitud,Altura,Medida,Valor,Confianza
311,"Río Tolten en Villarica","09420001-6","dga",-39.2667,-72.2333,250.0,"Temperatura",,0
67,"Río Copiapo en Lautaro","03430001-1","dga",-27.9747,-69.9978,1200.0,"Temperatura",,0
384,"Lago Nordenskjoltd","12282000-9","dga",-51.03805555555555,-72.93694444444445,0.0,"Temperatura",,0
774,"Carillanca","AG183","agromet",-38.693055833,-72.417221833,182.0,"Temperatura",17.73,100
423,"Porvenir","12809001-0","dga",-53.2908,-70.37,35.0,"Temperatura",,0
351,"Islas Huichas","11180000-6","dga",-45.1553,-73.5164,6.0,"Temperatura",,0
414,"Magdalena Giglio 2","12586010-9","dga",-53.1397,-71.0561,432.0,"Temperatura",,0
389,"Lago Sarmiento","12284009-3","dga",-51.0108,-72.7106,110.0,"Temperatura",,0
664,"San Pedro","AG54","agromet",-33.891388889,-71.394166667,214.0,"Temperatura",20.9,100
528,"Punitaqui","AG17","agromet",-30.78,-71.256111111,214.0,"Temperatura",20.96,100
661,"Lo Pinto","AG299","agromet",-33.26805556,-70.73222222,510.0,"Temperatura",,0
473,"La Araucanía Ad.","380029","dmc",-38.9342,-72.6533,96.0,"Temperatura",17.97,100
178,"Tinguiririca Los Olmos","06035001-9","dga",-34.4922,-71.3731,223.0,"Temperatura",,0
60,"Universidad de Antofagasta","02900000-K","dga",-23.7017,-70.4208,0.0,"Temperatura",,0
1433,"La Dormida","330193","dmc",-33.04944,-71.00139,1450.0,"Temperatura",23.51,100
1200,"LLIU-LLIU EMBALSE","05427006-2","dga",-33.0986,-71.2144,255.0,"Temperatura",,0
910,"Defensa Civil, Arica","180018","dmc",-18.491111111111113,-70.30138888888888,71.0,"Temperatura",22.24,100
8,"Putre","01202012-0","dga",-18.195,-69.5589,3560.0,"Temperatura",,0
915,"Copiapó Universidad de Atacama","270009","dmc",-27.35888888888889,-70.35333333333332,362.0,"Temperatura",20.38,100
706,"El Tambo","AG163","agromet",-34.470992,-70.986951,249.0,"Temperatura",26.09,100
1199,"QUILLOTA","05426004-0","dga",-32.8958,-71.2092,140.0,"Temperatura",,0
1263,"Lluta Tocontasi","01210001-9","dga",-18.3667,-69.9003,1850.0,"Temperatura",,0
819,"Cuya","AG543","agromet",-19.161922,-70.180968,97.0,"Temperatura",22.9,100
1116,"Carriel Sur, Concepción.","360019","dmc",-36.77833,-73.05083,17.0,"Temperatura",20.79,100
493,"Mariquina","AG131","agromet",-39.620833333,-73.073333333,29.0,"Temperatura",19.07,100
96,"Río Illapel en las Burras","04721001-1","dga",-31.5069,-70.8125,1079.0,"Temperatura",,0
1174,"POROMA","01730017-2","dga",-19.8719,-69.1831,2880.0,"Temperatura",,0
260,"Embalse Pangue","08313002-4","dga",-37.9183,-71.5961,519.0,"Temperatura",,0
471,"Maquehue, Temuco Ad.","380013","dmc",-38.77,-72.6369,86.0,"Temperatura",18.22,100
48,"Quebrada Bonilla","02240003-7","dga",-23.5828,-70.3742,112.0,"Temperatura",,0
401,"Seno Obstrucción","12403000-5","dga",-52.2094,-72.4783,4.0,"Temperatura",,0
256,"Bío Bío Ang. Ralco1","08312000-2","dga",-38.0369,-71.4781,652.0,"Temperatura",,0
1301,"Chiapa","01720006-2","dga",-19.537222222222223,-69.205,3155.0,"Temperatura",,0
1300,"Peldehue Ad.","330163","dmc",-33.11389,-70.68583,683.0,"Temperatura",26.4,100
1372,"Ránquil - Viña de Neira","zx:00:00:00:00:4d","redmeteo",-36.611017,-72.664886,260.0,"Temperatura",24.12,100
480,"Teniente Gallardo, Puerto Natales Ad.","510005","dmc",-51.6672,-72.5289,69.0,"Temperatura",12.96,100
62,"Escuela Hogar Victorino Quinteros Soto","02943002-0","dga",-25.4033,-70.4797,0.0,"Temperatura",,0
97,"Río Illapel en Huintil","04723001-2","dga",-31.5608,-70.9644,775.0,"Temperatura",,0
24,"Captacion de Fcab en Siloli","02103015-5","dga",-22.0271026819169,-68.0408492136483,0.0,"Temperatura",,0
669,"LO HERRERA","AG46","agromet",-33.662888889,-70.765916667,502.0,"Temperatura",18.38,100
81,"Río Turbio en Varillar","04308001-6","dga",-29.9458,-70.5328,890.0,"Temperatura",,0
475,"Isla Teja  (Universidad Austral Valdivia)","390015","dmc",-39.8072,-73.2517,15.0,"Temperatura",,0
317,"Toltén T Schmidt","09437002-7","dga",-39.0144,-73.0828,15.0,"Temperatura",,0
271,"Río Biobio en Coihue","08334001-0","dga",-37.5503,-72.5903,60.0,"Temperatura",,0
822,"Socoroma","AG149","agromet",-18.263888833,-69.607675,3052.0,"Temperatura",14.28,100
932,"Nueva Chaitén","420015","dmc",-42.785,-72.83472222222221,10.0,"Temperatura",18.32,100
1453,"Base Prat - INACH","950014","dmc",-62.47889,-59.66389,1.0,"Temperatura",,0
1282,"Llano de Las Liebres","CEAZA_LLL_Llano de Las Liebres","ceaza",-30.257409999999997,-69.93699000000001,3565.0,"Temperatura",,0
16,"Río Camarones en Chilpe","01502008-3","dga",-18.9431,-69.6197,1565.0,"Temperatura",,0
734,"Guilisasti","AG245","agromet",-37.648333333,-72.216111111,179.0,"Temperatura",,0
236,"Q Colorado Ds Lag Temos","07378012-8","dga",-35.6475,-71.2797,0.0,"Temperatura",,0
478,"Teniente Vidal, Coyhaique Ad.","450004","dmc",-45.5939,-72.1086,310.0,"Temperatura",16.78,100
59,"Quebrada el Toro","02760000-K","dga",-23.6681,-70.3961,89.0,"Temperatura",,0
146,"Mision Corazon de Maria","05737016-5","dga",-33.66833333333333,-70.92222222222223,338.0,"Temperatura",,0
141,"Cerro Calán","05730012-4","dga",-33.395,-70.5367,848.0,"Temperatura",,0
63,"Quebrada Taltal","02943003-9","dga",-25.4033,-70.4797,90.0,"Temperatura",,0
1296,"Canal Melado en C. Hidroelectrica los Hierros I","07317006-0","dga",-35.86055555555556,-71.0675,0.0,"Temperatura",,0
19,"Ollague","02000001-5","dga",-21.2233,-68.2494,3700.0,"Temperatura",,0
4,"Río Guallatire en Guallatire","01021002-K","dga",-18.4931,-69.1494,4280.0,"Temperatura",,0
559,"Remehue","AG203","agromet",-40.522204,-73.063654833,74.0,"Temperatura",18.95,100
203,"Melado en el Salto","07317005-2","dga",-35.8842,-71.0192,730.0,"Temperatura",,0
95,"Río Choapa en Puente Negro","04716004-9","dga",-31.6881,-71.2658,200.0,"Temperatura",,0
460,"San Pablo - DASA","330114","dmc",-33.4422,-70.7467,490.0,"Temperatura",25.85,100
1152,"Hualtatas","CEAZA_HUAL_Hualtatas","ceaza",-31.707320000000003,-70.525,3632.0,"Temperatura",,0
1269,"Vivero Conaf, Illapel","310040","dmc",-31.6325,-71.1525,333.0,"Temperatura",19.81,100
463,"Rancagua, Aeródromo la Independencia","340045","dmc",-34.1758,-70.7794,482.0,"Temperatura",26.08,100
408,"Río Tres Brazos antes Bt. Sendos","12585001-4","dga",-53.2789,-70.9789,0.0,"Temperatura",,0
606,"Valle Hermoso","AG381","agromet",-32.4265,-71.22765,84.0,"Temperatura",,0
1323,"Miraflores Alto","yy:00:00:00:00:01","redmeteo",-33.026599,-71.507067,260.0,"Temperatura",,0
226,"Canal Primera Abajo","07351002-3","dga",-36.05722222222222,-71.70305555555557,0.0,"Temperatura",,0
137,"Río San Francisco antes Junta Estero Yerba Loca","05721016-8","dga",-33.3086,-70.3572,1550.0,"Temperatura",,0
486,"C.M.A. Eduardo Frei Montalva, Antártica","950001","dmc",-62.1997,-58.9642,45.0,"Temperatura",-1.9,100
643,"Morandé - Romeral","AG220","agromet",-33.706388889,-70.772777778,472.0,"Temperatura",,0
597,"SAN ESTEBAN","AG22","agromet",-32.750444444,-70.557583333,952.0,"Temperatura",26.2,100
247,"Río Itata en Balsa Nueva Aldea","08135002-7","dga",-36.65,-72.45,29.0,"Temperatura",,0
1267,"Canela Baja (Liceo Padre José Herde)","310023","dmc",-31.39,-71.41278,343.0,"Temperatura",18.13,100
864,"Lien","AG495","agromet",-35.099146,-71.969797,18.0,"Temperatura",22.73,100
564,"Purranque ","AG138","agromet",-40.879444444,-73.0525,151.0,"Temperatura",17.31,100
82,"Río Claro en Rivadavia","04314002-7","dga",-29.9781,-70.5525,820.0,"Temperatura",,0
107,"Blanco en Bt. C. Aconcagua","05402014-7","dga",-32.975,-70.26277777777777,2029.0,"Temperatura",,0
1340,"La Greda","wl:1d:0a:01:19:e1","redmeteo",-30.72186,-70.87337,522.1,"Temperatura",22.67,100
51,"Paso Jama","02300000-8","dga",-22.9219,-67.7014,4680.0,"Temperatura",,0
1209,"RIO ANGOSTURA EN VALDIVIA DE PAINE","05716001-2","dga",-33.8111,-70.8836,341.0,"Temperatura",,0
792,"Los Quilantos","AG428","agromet",-38.9083333,-72.7982222,72.0,"Temperatura",22.11,100
547,"Tongoy","AG364","agromet",-30.278,-71.56317,0.0,"Temperatura",,0
720,"Cobquecura","AG418","agromet",-36.1245278,-72.7953889,10.0,"Temperatura",20.59,100
1120,"Pan de Azúcar","CEAZA_3_Pan de Azúcar","ceaza",-30.07465,-71.23895,135.0,"Temperatura",,0
112,"Aconcagua San Felipe","05410005-1","dga",-32.7572,-70.7367,650.0,"Temperatura",,0
1375,"Casablanca sector La Playa","yy:00:00:00:00:50","redmeteo",-33.239007,-71.458378,332.0,"Temperatura",20.52,100
445,"Mataveri  Isla de Pascua Ap.","270001","dmc",-27.1606,-109.427,48.0,"Temperatura",22.83,100
644,"Pérez Cruz","AG224","agromet",-33.843055556,-70.619722222,465.0,"Temperatura",24.68,100
886,"Coronel de Maule","AG166","agromet",-36.059091833,-72.477688833,167.0,"Temperatura",25.66,100
451,"Santo Domingo, Ad.","330030","dmc",-33.655,-71.6142,75.0,"Temperatura",16.85,100
768,"Cunco","AG124","agromet",-39.006666667,-72.251388889,230.0,"Temperatura",18.53,100
904,"Puchuncavi","AG388","agromet",-32.754967,-71.343432,178.0,"Temperatura",17.17,100
1409,"Casa Rosada","AG698","agromet",-27.84914,-70.0875,964.0,"Temperatura",26.99,100
698,"Chépica","AG74","agromet",-34.738611111,-71.258055556,204.0,"Temperatura",25.39,100
1342,"Cordillera de Piuchén, Chiloé","yy:00:00:00:00:31","redmeteo",-42.270312,-73.91806,768.0,"Temperatura",,0
246,"Río Diguillin en San Lorenzo","08130002-K","dga",-36.9244,-71.5756,727.0,"Temperatura",,0
1302,"Chuzmiza","01730020-2","dga",-19.685555555555556,-69.18472222222222,3400.0,"Temperatura",,0
715,"Montes","AG231","agromet",-34.340555556,-71.652222222,175.0,"Temperatura",,0
1334,"Agua Amarilla","wl:1d:0a:00:e3:22","redmeteo",-30.84369,-70.68702,960.1,"Temperatura",23.65,100
627,"Aysén","AG142","agromet",-45.431944444,-72.714444444,15.0,"Temperatura",16.96,100
1198,"ESTERO POCURO EN EL SIFON","05411001-4","dga",-32.9164,-70.5403,1168.0,"Temperatura",,0
1350,"Curacaví","yy:00:00:00:00:3a","redmeteo",-33.376688,-71.17731,243.0,"Temperatura",,0
859,"Viñedos Puertas","AG239","agromet",-34.986944444,-71.279722222,188.0,"Temperatura",,0
1469,"Santa Carolina - San Francisco","AG762","agromet",-36.06524,-72.4629,170.0,"Temperatura",23.91,100
253,"Lonquimay","08304004-1","dga",-38.4536,-71.3742,931.0,"Temperatura",,0
699,"Hidango","AG260","agromet",-34.1,-71.8,303.0,"Temperatura",21.92,100
196,"Río Cipreses en Dasague Laguna la Invernada","07306001-K","dga",-35.7381,-70.7778,1300.0,"Temperatura",,0
174,"Convento Viejo","06034003-K","dga",-34.7694,-71.1331,239.0,"Temperatura",,0
828,"Alto del Carmen","AG9","agromet",-28.768166667,-70.449222222,820.0,"Temperatura",24.87,100
1349,"Quilpué Centro","yy:00:00:00:00:39","redmeteo",-33.04811,-71.42641,140.0,"Temperatura",,0
1462,"Laguna de Aculeo","yy:00:00:00:00:70","redmeteo",-33.875304,-70.8811961,365.0,"Temperatura",,0
459,"El Paico","330113","dmc",-33.7064,-71.0081,275.0,"Temperatura",22.02,100
129,"Glaciar Olivares Gamma","05706002-6","dga",-33.152499999999996,-70.15083333333334,3628.0,"Temperatura",,0
857,"Tutuquen","AG291","agromet",-34.961611,-71.315861,181.0,"Temperatura",23.33,100
1117,"Rucamanque-UFRO","380032","dmc",-38.66083,-72.61,344.0,"Temperatura",18.49,98
802,"5 de enero","AG471","agromet",-52.432478,-70.360583,146.0,"Temperatura",10.86,100
296,"Cañete","08821005-0","dga",-37.7983,-73.3914,78.0,"Temperatura",,0
276,"Laguna de la Laja","08370007-6","dga",-37.36666666666667,-71.36666666666666,1330.0,"Temperatura",,0
820,"Camarones","AG281","agromet",-19.0,-69.9,892.0,"Temperatura",21.94,100
839,"Freirina","AG612","agromet",-28.5066389,-71.10372222,92.0,"Temperatura",19.44,100
366,"Baker en Angostura Chacabuco","11536004-3","dga",-47.1414,-72.7258,160.0,"Temperatura",,0
235,"Cn Maule N b Pte. Centinela","07378011-K","dga",-35.6358,-71.2694,470.0,"Temperatura",,0
427,"Río Condor","12821000-8","dga",-53.9964,-70.0781,10.0,"Temperatura",,0
261,"Puente Nitrao","08314000-3","dga",-37.69638888888888,-71.28999999999999,867.0,"Temperatura",,0
853,"Parral","AG102","agromet",-36.213333333,-71.7375,204.0,"Temperatura",22.46,100
539,"El Trapiche","AG616","agromet",-29.3718611,-71.11608333,281.0,"Temperatura",18.65,100
214,"Cn Rest S3","07322006-8","dga",-35.6169,-71.5392,0.0,"Temperatura",,0
799,"Quiripio","AG188","agromet",-38.639721833,-73.244167,292.0,"Temperatura",18.12,100
472,"Lonquimay","380018","dmc",-38.455,-71.3619,912.0,"Temperatura",,0
717,"Sta Rosa","AG179","agromet",-36.535195,-71.916433833,188.0,"Temperatura",23.26,100
242,"Ñuble en San Fabian","08106002-9","dga",-36.5856,-71.5256,450.0,"Temperatura",,0
416,"Río Rubens en Ruta N 9","12600001-4","dga",-52.03,-71.9414,180.0,"Temperatura",,0
130,"Valle Olivares","05706003-4","dga",-33.1869,-70.1122,2787.0,"Temperatura",,0
292,"BioBio Desembocadura","08394001-8","dga",-36.8386,-73.0619,16.0,"Temperatura",,0
433,"Lago Deseado","12879000-4","dga",-54.3378,-68.8242,170.0,"Temperatura",,0
674,"Olivar Alto","AG66","agromet",-34.203055556,-70.824166667,454.0,"Temperatura",24.44,100
1445,"Calfuco (CEHUMet)","zx:00:00:00:00:69","redmeteo",-39.78,-73.39,26.0,"Temperatura",,0
206,"Maule en Armerillo","07321002-K","dga",-35.7061,-71.1139,470.0,"Temperatura",,0
108,"Río Blanco antes Junta Río de los Leones","05402015-5","dga",-32.98,-70.2547,2050.0,"Temperatura",,0
570,"Quilacahuin","AG288","agromet",-40.3,-73.3,116.0,"Temperatura",19.98,100
286,"Cn Mirrihue","08375006-5","dga",-37.3256,-71.6489,500.0,"Temperatura",,0
85,"Vega Negra","04511004-4","dga",-30.9033,-70.5158,3600.0,"Temperatura",,0
1119,"Guandacol","CEAZA_HDC_Guandacol","ceaza",-30.54363,-70.3329,2983.0,"Temperatura",16.14,100
183,"Palos en Junta con Colorado","07115001-1","dga",-35.2744,-71.0156,600.0,"Temperatura",,0
732,"Quillón","AG113","agromet",-36.745,-72.504722222,64.0,"Temperatura",25.2,100
25,"Captacion de Codelco en Colana","02103016-3","dga",-21.9437708382539,-68.1725181243581,4070.0,"Temperatura",,0
575,"Huacamapu","AG555","agromet",-40.659175,-73.491723,158.0,"Temperatura",18.27,100
1155,"El Tapado","CEAZA_TPF_El Tapado","ceaza",-30.1583,-69.90818,4306.0,"Temperatura",,0
1157,"Puerto Varas ESSAL","410040","dmc",-41.32444,-72.98278,70.0,"Temperatura",18.47,100
1319,"Tenaún","AG679","agromet",-42.312675,-73.399902,134.0,"Temperatura",17.89,100
1407,"Mayorquina","AG700","agromet",-27.337762,-70.567188,214.0,"Temperatura",20.33,100
832,"Amolana Copiapo 2","AG283","agromet",-28.0,-70.0,1271.0,"Temperatura",25.17,100
435,"Robalo Alto","12930003-5","dga",-54.9769,-67.6744,360.0,"Temperatura",,0
1243,"PUERTO CHACABUCO","11400001-9","dga",-45.4644,-72.8178,19.0,"Temperatura",,0
1311,"Chapiquiña","AG658","agromet",-18.389472,-69.539417,3319.0,"Temperatura",13.88,100
722,"Los Coligues Ex - Chillan Viejo","AG111","agromet",-36.629166667,-72.233333333,84.0,"Temperatura",25.54,100
111,"Aconcagua Chacabuquito","05410002-7","dga",-32.8503,-70.5094,950.0,"Temperatura",,0
1422,"Luis Felipe Edwards - Leyda","AG723","agromet",-33.6711073,-71.5370882,172.0,"Temperatura",16.79,100
409,"Leñadura Alta","12585003-0","dga",-53.2325,-71.1178,400.0,"Temperatura",,0
1193,"RIO HUASCO EN ALGODONES","03820001-1","dga",-28.7306,-70.5067,734.0,"Temperatura",,0
1110,"Arroyo el Gato","AG626","agromet",-45.162902,-71.943627,500.0,"Temperatura",14.99,100
1318,"Collimallin","AG676","agromet",-38.606698,-72.701057,55.0,"Temperatura",18.71,100
1368,"Chacalluta, Arica Ap.","180005","dmc",-18.35556,-70.34028,50.0,"Temperatura",22.61,100
485,"Guardia Marina Zañartu, Pto Williams Ad.","550001","dmc",-54.9317,-67.6156,15.0,"Temperatura",11.34,100
53,"Toconao Quebrada 1","02500025-0","dga",-23.214444444444442,-67.81027777777777,3979.0,"Temperatura",,0
681,"Mostazal","AG63","agromet",-34.001666667,-70.701666667,491.0,"Temperatura",25.82,100
1154,"El Polvo","CEAZA_EPLV_El Polvo","ceaza",-31.18314,-70.5848,2561.0,"Temperatura",,0
495,"La Union","AG136","agromet",-40.316666667,-73.024166667,26.0,"Temperatura",19.76,100
87,"Río Grande en Puntilla San Juan","04523002-3","dga",-30.7047,-70.9244,420.0,"Temperatura",,0
1185,"RIO SAN PEDRO EN CUCHABRACHI","02510001-8","dga",-22.8225,-68.1983,2619.0,"Temperatura",,0
466,"Portezuelo-Codelco","340093","dmc",-34.1983,-70.5792,1185.0,"Temperatura",,0
897,"La Cachina","AG619","agromet",-25.433987,-70.453243,215.0,"Temperatura",15.57,100
1247,"CHILE CHICO","11521002-5","dga",-46.5436,-71.7089,219.0,"Temperatura",,0
787,"Sta Inés","AG317","agromet",-38.504722,-72.343611,262.0,"Temperatura",18.47,100
1450,"Gabriel Gonzalez Videla - INACH","950011","dmc",-64.82389,-62.85778,1.0,"Temperatura",,0
456,"El Colorado","330077","dmc",-33.35,-70.2936,2750.0,"Temperatura",16.38,100
1456,"Cabo Melville","950017","dmc",-62.02055,-57.62444,123.0,"Temperatura",,0
1420,"Emiliana - Limarí","AG719","agromet",-30.7122546,-71.3567588,245.0,"Temperatura",19.2,100
1207,"SAN JOSE DE MAIPO RETEN","05704006-8","dga",-33.6361,-70.3531,963.0,"Temperatura",,0
470,"El Huertón liceo agrícola, Los Ángeles","370036","dmc",-37.4564,-72.2578,173.0,"Temperatura",22.37,100
616,"Catemu","AG31","agromet",-32.757777778,-70.942777778,451.0,"Temperatura",22.86,100
259,"Bío Bío ante Junta Pangue","08313001-6","dga",-37.8997,-71.6239,420.0,"Temperatura",,0
411,"Punta Arenas","12586004-4","dga",-53.1233,-70.8772,5.0,"Temperatura",,0
600,"Llayllay","AG30","agromet",-32.903333333,-70.950555556,439.0,"Temperatura",23.36,100
498,"Paillaco","AG133","agromet",-40.096388889,-72.926666667,92.0,"Temperatura",18.8,100
705,"San Vicente TT","AG68","agromet",-34.457777778,-71.050555556,220.0,"Temperatura",25.4,100
1476,"Los Acacios","AG772","agromet",-30.700483,-71.286422,253.0,"Temperatura",19.56,100
824,"Belén","AG390","agromet",-18.468208,-69.523279,3206.0,"Temperatura",15.25,100
439,"Visviri Tenencia","170001","dmc",-17.595,-69.4769,4084.0,"Temperatura",,0
591,"Limache","AG36","agromet",-32.994444444,-71.260666667,96.0,"Temperatura",19.63,100
326,"Río Gol Gol en Puente Nº 2","10322003-3","dga",-40.6603,-72.1772,382.0,"Temperatura",,0
670,"Morandé","AG247","agromet",-33.581388889,-70.716666667,547.0,"Temperatura",,0
1415,"Antuco","AG718","agromet",-37.434978,-72.107747,259.0,"Temperatura",22.14,100
1226,"HUAPI","07374005-3","dga",-35.4864,-71.2931,242.0,"Temperatura",,0
1130,"Punta de Choros","CEAZA_MARPCH_Punta de Choros","ceaza",-29.24724,-71.46797,7.0,"Temperatura",17.76,100
876,"Maule","AG93","agromet",-35.576666667,-71.678888889,115.0,"Temperatura",24.27,100
46,"Liceo Científico Humanista la Chimba","02240000-2","dga",-23.5544,-70.3933,0.0,"Temperatura",,0
323,"Río Cruces en San Luis de Alba","10135002-9","dga",-39.608333333333334,-73.15277777777779,10.0,"Temperatura",,0
224,"Embalse Bullileo","07350007-9","dga",-36.2972,-71.4083,700.0,"Temperatura",,0
257,"Embalse Ralco","08312002-9","dga",-38.0583,-71.4344,742.0,"Temperatura",,0
905,"San Pedro","AG225","agromet",-33.768888889,-70.929722222,329.0,"Temperatura",,0
598,"La Cruz","AG284","agromet",-32.822,-71.2304,180.0,"Temperatura",19.93,100
527,"Salamanca","AG19","agromet",-31.787388889,-70.959611111,515.0,"Temperatura",23.23,100
194,"Río Maule en los Baños","07303000-5","dga",-35.8197,-70.7606,980.0,"Temperatura",,0
724,"Centro Experimental Arroz INIA","AG314","agromet",-36.409298,-72.006731,157.0,"Temperatura",23.87,100
251,"Estero Nonguen Frente U. Del Bio Bio","08220008-8","dga",-36.8203,-73.0164,20.0,"Temperatura",,0
1121,"Pichidangui","CEAZA_PICH_Pichidangui","ceaza",-32.13106,-71.53137,40.0,"Temperatura",,0
193,"Los Condores","07301001-2","dga",-36.0106,-70.5589,2441.0,"Temperatura",,0
1284,"Villarrica","390028","dmc",-39.19,-72.11222,393.0,"Temperatura",19.5,100
926,"Chillán Quinchamalí","360045","dmc",-36.62083333333334,-72.3625,50.0,"Temperatura",,0
622,"Cochrane","AG206","agromet",-47.241733,-72.582203,214.0,"Temperatura",16.28,100
50,"Quebrada la Cadena","02240005-3","dga",-23.6269,-70.375,139.0,"Temperatura",,0
1292,"Llano de Chajnantor, observatorio APEX","230021","dmc",-23.00583,-67.75917,5000.0,"Temperatura",2.64,100
945,"Lago Villarrica","09420009-1","dga",-39.27444444444444,-71.97083333333333,0.0,"Temperatura",,0
927,"Chillán Mayulermo","360046","dmc",-36.82805555555556,-71.86694444444444,397.0,"Temperatura",21.59,100
1390,"Los Pellines (CEHUMet)","zx:00:00:00:00:5e","redmeteo",-39.76,-73.37,274.0,"Temperatura",16.79,100
1419,"Polpaico","330081","dmc",-33.12389,-70.82805,547.0,"Temperatura",26.0,100
614,"Hijuelas","AG35","agromet",-32.847944444,-71.067083333,329.0,"Temperatura",21.0,100
443,"Toconao","230004","dmc",-23.1861,-68.0056,2495.0,"Temperatura",22.25,100
642,"Buin","AG43","agromet",-33.707361111,-70.701555556,526.0,"Temperatura",23.65,100
464,"Quimávida","340048","dmc",-34.2133,-70.9983,316.0,"Temperatura",,0
77,"Río Huasco en Chepica","03820002-K","dga",-28.6997,-70.55,600.0,"Temperatura",,0
650,"San Diego","AG39","agromet",-33.703027778,-71.371861111,102.0,"Temperatura",20.72,100
688,"Sierras de Bellavista","AG602","agromet",-34.815583,-70.751067,1054.0,"Temperatura",,0
489,"El Cardal","AG194","agromet",-40.386736833,-72.919058,77.0,"Temperatura",19.23,100
78,"Santa Juana","03820004-6","dga",-28.6672,-70.6625,560.0,"Temperatura",,0
1285,"Viu Manent – Peralillo","AG651","agromet",-34.495833333,-71.491666666,153.0,"Temperatura",26.48,100
633,"Hacienda Lampa","AG374","agromet",-33.284227,-70.848776,489.0,"Temperatura",,0
659,"El Asiento","AG511","agromet",-34.029282,-70.995098,348.0,"Temperatura",23.98,100
730,"Portezuelo","AG177","agromet",-36.532037,-72.368268,112.0,"Temperatura",25.9,100
293,"Concepcion Dga.","08410001-3","dga",-36.8333,-73.1,28.0,"Temperatura",,0
369,"Baker en Colonia","11542001-1","dga",-47.35,-72.85,105.0,"Temperatura",,0
1241,"PUERTO CISNES","11147003-0","dga",-44.7278,-72.6814,10.0,"Temperatura",,0
1396,"Río Serrano, Torres del Paine","510020","dmc",-51.21667,-72.97028,22.0,"Temperatura",,0
159,"Rancagua Endesa","06010015-2","dga",-34.1908,-70.7508,515.0,"Temperatura",,0
61,"Quebrada Jardines Del Sur","02900001-8","dga",-23.7017,-70.4208,26.0,"Temperatura",,0
625,"Chile Chico","AG205","agromet",-46.543241833,-71.699297833,213.0,"Temperatura",19.03,100
585,"Las Salinas","AG378","agromet",-32.43623,-71.353172,16.0,"Temperatura",,0
237,"Q Colorado b S. Maitenes","07378013-6","dga",-35.6142,-71.3186,0.0,"Temperatura",,0
425,"Cameron","12816001-9","dga",-53.6369,-69.6506,10.0,"Temperatura",,0
1352,"Viña del Mar Alto","yy:00:00:00:00:3c","redmeteo",-33.038938,-71.55706,222.0,"Temperatura",,0
39,"Captacion de Sqm Pedro de Valdivia","02110021-8","dga",-22.4476413195773,-69.4442522264188,0.0,"Temperatura",,0
1238,"RIO PILMAIQUEN EN SAN PABLO","10328001-K","dga",-40.3842,-73.0022,30.0,"Temperatura",,0
594,"Cabildo","AG20","agromet",-32.362194444,-70.819722222,549.0,"Temperatura",22.95,100
746,"Nueva Aldea","AG176","agromet",-36.648899833,-72.51349,80.0,"Temperatura",26.18,100
312,"Pucon","09420002-4","dga",-39.2753,-71.9503,230.0,"Temperatura",,0
1141,"Gabriela Mistral","CEAZA_9_Gabriela Mistral","ceaza",-29.97852,-71.08039000000001,198.0,"Temperatura",17.68,100
948,"Quellon","10902002-8","dga",-43.1086,-73.6119,50.0,"Temperatura",,0
1287,"Quellón Ad.","430001","dmc",-43.13417,-73.63194,13.0,"Temperatura",17.97,100
740,"Las Viñas ","AG119","agromet",-37.501388889,-72.300555556,158.0,"Temperatura",22.98,100
1354,"Calama","yy:00:00:00:00:3e","redmeteo",-22.4324375,-68.9185012,2293.0,"Temperatura",19.17,100
1460,"Quilpué El Belloto","zx:00:00:00:00:6e","redmeteo",-33.045375,-71.407591,38.0,"Temperatura",18.55,100
136,"Estero Yerba Loca antes Junta San Francisco","05721001-K","dga",-33.3414,-70.3636,1350.0,"Temperatura",,0
776,"Manzanares","AG320","agromet",-37.7725,-72.546111,88.0,"Temperatura",22.63,100
658,"Alhué","AG53","agromet",-34.065,-71.253888889,134.0,"Temperatura",23.72,100
1374,"Curepto","yy:00:00:00:00:4f","redmeteo",-35.021349,-72.021349,50.0,"Temperatura",20.97,100
653,"La Platina","AG162","agromet",-33.56987,-70.627972833,620.0,"Temperatura",25.64,100
140,"Río Mapocho en los Almendros Gprs","05722007-4","dga",-33.3706,-70.4508,965.0,"Temperatura",,0
958,"Pampa Guanaco, Tierra del Fuego","540008","dmc",-54.05083333333333,-68.80388888888889,150.0,"Temperatura",10.04,100
225,"Nevado Longavi","07350008-7","dga",-36.23416666666667,-71.14333333333335,1974.0,"Temperatura",,0
756,"San Pedro de Atacama","AG155","agromet",-22.9322,-68.213458,2414.0,"Temperatura",21.97,100
1278,"Colina (Reg.)","330162","dmc",-33.16222,-70.64389,726.0,"Temperatura",26.36,100
881,"Colbún","AG98","agromet",-35.662222222,-71.453611111,246.0,"Temperatura",17.32,100
921,"Chincolco Liceo agrícola","320049","dmc",-32.222500000000004,-70.83166666666666,665.0,"Temperatura",23.5,100
360,"Río Ibanez antes Junta Cajon","11500002-0","dga",-46.0861,-72.5819,356.0,"Temperatura",,0
1325,"Lampa","yy:00:00:00:00:03","redmeteo",-33.305,-70.741,494.0,"Temperatura",,0
410,"Las Minas","12586001-K","dga",-53.1381,-70.9875,185.0,"Temperatura",,0
239,"Pencahue","07381003-5","dga",-35.3725,-71.8325,55.0,"Temperatura",,0
